"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","passes_completed","passes","passes_pct","passes_total_distance","passes_progressive_distance","passes_completed_short","passes_short","passes_pct_short","passes_completed_medium","passes_medium","passes_pct_medium","passes_completed_long","passes_long","passes_pct_long","assists","xa","xa_net","assisted_shots","passes_into_final_third","passes_into_penalty_area","crosses_into_penalty_area","progressive_passes"
"032f894e","2017-2018","ENG","1. Premier League","18th","Swansea City",19,7.8,336,432,77.8,5853,1383,164,187,87.7,119,152,78.3,41,76,53.9,0,0.3,-0.3,6,25,3,0,31
"032f894e","2018-2019","GER","1. Bundesliga","1st","Bayern Munich",20,6.4,317,359,88.3,5774,1221,148,161,91.9,124,139,89.2,39,49,79.6,1,0.4,0.6,6,33,6,0,30
"032f894e","2019-2020","GER","1. Bundesliga","1st","Bayern Munich",21,0.1,7,8,87.5,109,9,3,3,100,4,5,80,0,0,NULL,0,0,0,0,0,0,0,0
"032f894e","2019-2020","FRA","1. Ligue 1","4th","Lille",21,16.5,816,1007,81,15152,4232,377,428,88.1,311,359,86.6,114,182,62.6,1,2.5,-1.5,33,88,19,5,95
"032f894e","2020-2021","FRA","1. Ligue 1","1st","Lille",22,14.1,822,988,83.2,17333,4141,331,369,89.7,305,353,86.4,167,229,72.9,3,1.6,1.4,18,102,11,1,96
"032f894e","2021-2022","FRA","1. Ligue 1","8th","Lille",23,7.6,375,482,77.8,8167,2658,141,163,86.5,137,175,78.3,89,122,73,1,1.1,-0.1,15,54,19,4,69
"037130ca","2006-2007","GER","1. Bundesliga","12th","Arminia",19,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"037130ca","2007-2008","GER","1. Bundesliga","15th","Arminia",20,11.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"037130ca","2008-2009","GER","1. Bundesliga","18th","Arminia",21,19.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"037130ca","2009-2010","GER","1. Bundesliga","7th","Hamburger SV",22,6.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"037130ca","2010-2011","GER","1. Bundesliga","8th","Hamburger SV",23,5.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"037130ca","2011-2012","GER","1. Bundesliga","15th","Hamburger SV",24,12.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
